12	34853089	34853178
12	34855330	34855416
12	37991611	37991765
12	38000707	38000788
12	38008588	38008685
12	38016369	38017449
12	38029073	38029158
12	38035071	38035628
12	38038085	38038168
12	38051023	38051093
12	38234599	38234682
12	38248594	38248678
12	38444767	38444852
12	38448836	38448922
12	38449981	38450061
12	38536748	38536832
12	54205918	54205981
12	127650454	127651007
12	133343978	133344050
13	28033688	28034080
13	110076634	110076719
14	19001215	19001307
14	19004119	19005231
14	19006428	19006511
14	19013770	19013855
14	19018911	19019242
14	19038379	19038594
14	19044561	19044751
14	67511385	67511472
14	88237545	88237851
14	107161668	107161796
15	20001702	20001786
16	14580857	14580996
16	26612315	26612375
16	32590398	32590468
16	33865031	33868695
16	33871681	33871767
16	33874035	33874107
16	33876730	33876923
16	33879634	33879724
16	33881196	33881566
16	33885841	33885925
16	33887612	33888121
16	33894216	33895060
16	33898835	33899196
16	33901556	33902173
16	33922846	33923634
16	33945660	33946515
16	33950135	33961051
16	33962504	33965425
16	33965578	33965656
16	33968527	33968608
16	33971011	33976710
16	33983203	33984278
16	34002117	34002208
16	34021496	34022940
16	34182375	34182459
16	34190134	34190633
16	35215955	35216031
16	35229212	35229303
16	35239636	35239738
16	35250333	35250428
16	35259045	35259899
16	35279485	35279569
16	35281331	35281415
16	46385802	46414085
16	46415331	46415661
16	46416685	46421873
16	46422986	46430096
16	46431264	46435560
16	46439200	46439287
16	46443714	46443896
16	46451834	46452660
16	46456082	46456148
16	46499895	46499947
17	4306804	4306884
17	21903154	21904934
17	21906270	21906416
17	21906567	21906568
17	21906570	21907056
17	22020671	22020902
17	22247231	22247296
17	22249694	22249795
17	22251415	22253405
17	22255471	22255554
17	22258177	22260135
17	22261138	22261797
17	25263099	25267955
17	31149599	31149887
17	33478095	33478358
17	41381723	41382339
17	41399866	41401198
17	45212833	45214512
17	45214514	45214515
17	45214729	45214751
17	45216087	45216099
17	45216101	45216102
17	45234259	45234273
17	45234275	45234276
17	45234493	45234515
17	45235554	45235566
17	45235568	45235569
17	45235672	45235688
17	45259006	45259015
17	45266508	45266509
18	106899	112311
18	18510938	18520363
18	44126435	44126519
18	44552113	44552162
18	50319101	50319266
18	58110308	58110390
18	76960712	76960762
18	77379958	77380545
19	7515357	7515960
19	24183659	24184846
19	24526153	24526238
19	24587014	24587098
19	24618836	24618889
19	27731783	27740595
19	27743640	27743724
19	27752881	27753470
19	27756750	27757310
19	27760481	27760565
19	27802211	27802295
19	27804787	27804864
19	27812869	27812924
19	27842193	27842278
19	27865168	27865217
19	27874677	27874759
19	27906242	27906583
19	27907599	27907682
19	27928022	27928106
19	27929207	27929291
19	27967100	27967186
19	36066485	36066756
19	36762987	36763053
19	37784358	37784432
19	44915602	44915678
19	44959517	44959599
19	44961413	44961490
19	47748608	47748683
19	48413622	48413673
19	48453263	48453314
2	33141280	33141704
2	62957748	62958042
2	87623850	87623997
2	91595608	91596304
2	91601228	91601323
2	91611137	91611218
2	92267602	92267685
2	92269069	92269831
2	92272625	92276763
2	92281105	92282254
2	92286621	92288399
2	92289689	92291337
2	92296167	92298125
2	92299539	92301010
2	92303805	92309849
2	92315215	92324878
2	109815766	109816007
2	132996180	132998541
2	132999868	132999939
2	133003193	133003533
2	133006015	133006080
2	133011908	133013494
2	133015099	133017428
2	133018707	133035902
2	133038604	133038702
2	133044594	133045521
2	162135157	162139032
2	230045464	230045648
20	26188728	26188775
20	26188777	26188778
20	26188915	26188933
20	26188935	26188936
20	26189081	26189495
20	26189497	26189498
20	26189528	26189629
20	26189631	26189632
20	26189732	26189753
20	26189755	26189756
20	26190099	26190373
20	26190375	26190376
20	26190481	26190504
20	26260132	26260184
20	26275239	26275324
20	26278644	26278721
20	26309019	26309745
20	26313024	26314600
20	26317117	26319472
20	29518736	29518817
20	29582867	29582924
20	29593141	29593201
20	29607718	29607905
20	29626722	29626771
20	29631134	29631193
20	29633228	29633895
20	29634011	29634859
20	29635973	29636046
20	29637809	29638041
20	29646242	29646379
20	29648071	29648339
20	29649590	29653581
20	29804728	29804779
20	29806563	29806648
20	29808474	29809586
20	29811852	29812019
20	29813832	29813901
20	29815125	29815768
20	29817769	29818467
20	29822957	29823076
20	29825627	29825841
20	29827158	29827400
20	29829350	29830389
20	29832084	29832172
20	46523582	46523691
20	47132138	47132255
21	10698226	10703415
21	10704671	10705174
21	10706786	10707175
21	10709089	10712931
21	10714111	10718371
21	10719405	10724645
21	10730500	10730582
21	10765171	10766012
21	10773414	10773511
21	10774563	10774654
21	10775751	10779170
21	10780409	10784053
21	10785105	10785164
21	10787088	10788044
21	10789499	10790165
21	10792565	10793719
21	10795816	10795885
21	10797000	10801223
21	10802237	10802773
21	10804078	10804232
21	10805348	10809654
21	10811912	10811976
21	10813994	10814086
21	10815895	10816786
21	10819362	10819684
21	10823767	10825132
21	10827042	10828936
21	10830288	10830369
21	10831605	10831690
21	10835539	10836924
21	10841669	10841758
21	10844616	10844700
21	10848276	10848908
21	10851518	10851594
21	10854775	10859042
21	11116192	11116259
21	11122667	11122823
21	11145698	11146036
21	11186036	11186824
21	14342433	14342532
21	14347824	14347907
21	14365277	14365367
21	14367122	14367206
22	16850763	16850854
22	16856285	16856356
22	16861602	16861866
22	18718113	18718212
22	18878420	18878674
22	18879950	18880721
22	18882013	18882099
22	18883940	18884121
3	75696560	75699144
3	75718146	75718788
3	75736851	75737087
3	75801841	75801899
3	90367035	90367121
3	90413703	90413786
3	90430016	90430100
3	90447783	90448128
3	90457754	90457830
3	90464095	90464179
3	90465461	90465545
3	90473705	90474800
3	90490756	90490942
3	90494651	90494736
3	90498804	90499621
3	196625594	196625796
3	197900292	197900352
4	7865681	7865768
4	49093242	49095117
4	49096608	49096684
4	49098227	49102522
4	49104320	49123255
4	49125914	49126816
4	49128314	49128736
4	49133688	49133781
4	49138055	49138141
4	49140033	49140125
4	49141675	49144197
4	49145411	49145493
4	49146548	49158579
4	49169005	49169063
4	49289080	49289140
4	49291282	49291376
4	49298535	49298618
4	49309344	49309433
4	49314796	49316260
4	49325132	49326267
4	49512159	49517132
4	49633296	49660077
4	52677001	52677099
4	68264195	68266803
4	70296656	70296767
4	76807166	76807256
4	80273531	80274761
4	120724172	120724223
4	190198040	190198284
4	190200749	190201116
4	190478790	190479054
4	190816914	190817728
4	190841504	190841555
5	46323794	46323882
5	46339558	46339639
5	46359506	46360083
5	46368497	46368578
5	46377672	46377755
5	46380241	46380325
5	46385123	46385202
5	49405714	49405965
5	49414393	49414491
5	49431744	49431849
5	49434923	49435020
5	49437079	49437194
5	49440038	49441347
5	49450579	49450670
5	49474638	49474722
5	49484851	49484925
5	49541603	49541685
5	71146718	71146965
5	90446066	90446142
5	134259848	134260397
5	134262519	134263701
5	178012658	178012736
6	58773609	58779966
6	61893826	61893909
6	61900694	61900996
6	61909757	61909841
6	61913372	61913456
6	119558537	119558726
6	133594053	133594132
6	156063785	156063861
6	157734001	157734081
6	170461493	170461566
7	56441193	56441289
7	57547554	57549524
7	57551389	57551464
7	57553680	57553799
7	57554989	57555332
7	57556339	57556422
7	57962001	57962085
7	57986617	57986701
7	57997835	57997913
7	58001136	58001220
7	58015328	58015409
7	61055514	61055593
7	61079039	61082289
7	61083358	61083583
7	61085089	61085504
7	61095479	61096418
7	61099413	61100401
7	61171275	61171358
7	61743438	61745235
7	61746932	61747017
7	61749560	61750495
7	61752664	61753833
7	61754902	61754995
7	61757485	61757566
7	61780820	61780901
7	61782470	61782553
7	61784544	61784601
7	61786683	61787257
7	61789773	61789841
7	61794440	61794804
7	61796984	61798803
7	61906557	61906643
7	61967302	61971917
7	61973150	61976569
7	61978433	61979406
7	61980489	61981248
7	61982929	61983644
7	61986173	61987137
7	61990583	61990956
7	61994988	61995073
7	62021784	62021867
7	62023808	62023893
7	62031897	62031967
7	62040075	62040160
7	62403922	62404006
7	64954340	64954490
7	100550766	100551057
7	140783258	140783340
7	157940364	157940431
7	158387909	158387996
8	38209168	38209240
8	43092736	43097074
8	43761899	43761988
8	43769910	43769987
8	43771425	43771509
8	43793165	43794793
8	43819072	43819139
8	43820525	43820606
8	43822055	43824454
8	43825656	43826373
8	43828006	43828086
8	43831527	43831643
8	43836983	43837088
8	43838640	43838750
8	46839595	46841854
8	46843669	46843876
8	46845249	46845915
8	46847736	46850063
8	46851429	46852836
8	46854612	46854696
8	46856718	46856863
8	46868784	46868859
8	46947788	46947872
8	46958077	46958161
8	47368572	47368656
8	58118529	58118609
8	58122632	58122802
8	70602273	70602641
8	82754595	82754820
8	86797085	86797163
8	86834746	86834821
8	100508087	100508165
8	145180753	145180814
9	6594702	6594789
9	44070662	44070809
9	44875260	44875347
9	44877941	44878040
9	44879494	44879738
9	44993087	44993268
9	66455438	66455507
9	66461437	66461508
9	66471163	66471397
9	66472482	66472539
9	66800732	66800852
9	66812497	66812581
9	66820978	66822092
9	66823465	66823549
9	66824949	66825012
9	66826325	66826405
9	66832982	66835799
9	66843804	66843994
9	66849696	66849779
9	66858529	66858607
9	66860612	66860743
9	66862486	66862562
9	67318589	67318672
9	67320613	67320993
9	67791241	67791325
9	68401752	68401807
9	68403197	68403259
9	68412518	68415307
9	68415389	68422316
9	68423915	68427321
9	68430753	68432235
9	68434445	68434507
9	68996921	68997011
9	69002211	69002238
9	69964284	69964368
9	69990509	69990558
9	69996575	69996728
9	69999947	70000031
9	72653071	72653568
9	79186701	79186973
GL000191.1	1	106433
GL000192.1	1	547496
GL000193.1	1	189789
GL000194.1	1	191469
GL000195.1	1	182896
GL000196.1	1	38914
GL000197.1	1	37175
GL000198.1	1	90085
GL000199.1	1	169874
GL000200.1	1	187035
GL000201.1	1	36148
GL000202.1	1	40103
GL000203.1	1	37498
GL000204.1	1	81310
GL000205.1	1	174588
GL000206.1	1	41001
GL000207.1	1	4262
GL000208.1	1	92689
GL000209.1	1	159169
GL000210.1	1	27682
GL000211.1	1	166566
GL000212.1	1	186858
GL000213.1	1	164239
GL000214.1	1	137718
GL000215.1	1	172545
GL000216.1	1	172294
GL000217.1	1	172149
GL000218.1	1	161147
GL000219.1	1	179198
GL000220.1	1	161802
GL000221.1	1	155397
GL000222.1	1	186861
GL000223.1	1	180455
GL000224.1	1	179693
GL000225.1	1	211173
GL000226.1	1	15008
GL000227.1	1	128374
GL000228.1	1	129120
GL000229.1	1	19913
GL000230.1	1	43691
GL000231.1	1	27386
GL000232.1	1	40652
GL000233.1	1	45941
GL000234.1	1	40531
GL000235.1	1	34474
GL000236.1	1	41934
GL000237.1	1	45867
GL000238.1	1	39939
GL000239.1	1	33824
GL000240.1	1	41933
GL000241.1	1	42152
GL000242.1	1	43523
GL000243.1	1	43341
GL000244.1	1	39929
GL000245.1	1	36651
GL000246.1	1	38154
GL000247.1	1	36422
GL000248.1	1	39786
GL000249.1	1	38502
hs37d5	1	35477943
MT	1	16569
X	58377733	58377816
X	58416187	58416266
X	58490846	58490929
X	58501517	58501598
X	58512665	58512744
X	58558356	58558440
X	58561195	58561646
X	61683600	61683683
X	61685606	61687481
X	61689656	61689730
X	61691773	61691876
X	61694276	61694753
X	61695861	61696642
X	61717778	61717901
X	61719759	61721243
X	61727279	61729340
X	61730833	61731385
X	61733079	61734174
X	61758328	61758413
X	61760158	61760335
X	61761549	61761631
X	61762694	61762770
X	61813062	61813140
X	61815132	61815218
X	61820085	61820168
X	61824014	61824098
X	61827426	61827510
X	61829353	61829438
X	61833855	61833937
X	61836418	61836500
X	61839128	61839920
X	61841898	61842108
X	61847487	61847566
X	61848711	61848768
X	61851785	61851867
X	61881448	61881532
X	61884369	61884434
X	61914767	61914847
X	98249397	98249477
X	108297353	108297850
X	111556823	111556906
X	136520379	136520622
